date_;time_;val_;n_day_;time
1998-04-02;0;-1.12692508442662;1;1998-04-02 00:00:00
1998-04-02;1;-1.46070063141287;1;1998-04-02 01:00:00
1998-04-02;2;-1.63024558054969;1;1998-04-02 02:00:00
1998-04-02;3;-1.7159609238949;1;1998-04-02 03:00:00
1998-04-02;4;-1.73773262110458;1;1998-04-02 04:00:00
1998-04-02;5;-1.69213205844493;1;1998-04-02 05:00:00
1998-04-02;6;-1.4029284899982;1;1998-04-02 06:00:00
1998-04-02;7;-0.819378432504015;1;1998-04-02 07:00:00
1998-04-02;8;-0.336286757410418;1;1998-04-02 08:00:00
1998-04-02;9;-0.142912942823627;1;1998-04-02 09:00:00
1998-04-02;10;-0.0472546196503739;1;1998-04-02 10:00:00
1998-04-02;11;0.0562895151106384;1;1998-04-02 11:00:00
1998-04-02;12;0.035203540647717;1;1998-04-02 12:00:00
1998-04-02;13;0.0525180400034492;1;1998-04-02 13:00:00
1998-04-02;14;0.062289589144803;1;1998-04-02 14:00:00
1998-04-02;15;0.0304034814203853;1;1998-04-02 15:00:00
1998-04-02;16;-0.0211971552734304;1;1998-04-02 16:00:00
1998-04-02;17;-0.134341408489106;1;1998-04-02 17:00:00
1998-04-02;18;-0.157827412565693;1;1998-04-02 18:00:00
1998-04-02;19;-0.0640548269460348;1;1998-04-02 19:00:00
1998-04-02;20;0.144747749442894;1;1998-04-02 20:00:00
1998-04-02;21;-0.019825709779907;1;1998-04-02 21:00:00
1998-04-02;22;-0.296857699471622;1;1998-04-02 22:00:00
1998-04-02;23;-0.764863474136462;1;1998-04-02 23:00:00
1998-04-11;0;-1.13772521768812;10;1998-04-11 00:00:00
1998-04-11;1;-1.40858570265898;10;1998-04-11 01:00:00
1998-04-11;2;-1.58241641896306;10;1998-04-11 02:00:00
1998-04-11;3;-1.64756007990542;10;1998-04-11 03:00:00
1998-04-11;4;-1.66916034642842;10;1998-04-11 04:00:00
1998-04-11;5;-1.64001712969104;10;1998-04-11 05:00:00
1998-04-11;6;-1.50732977819266;10;1998-04-11 06:00:00
1998-04-11;7;-1.35972795695221;10;1998-04-11 07:00:00
1998-04-11;8;-1.15932548421111;10;1998-04-11 08:00:00
1998-04-11;9;-0.883836370699612;10;1998-04-11 09:00:00
1998-04-11;10;-0.731777351605212;10;1998-04-11 10:00:00
1998-04-11;11;-0.726463000317809;10;1998-04-11 11:00:00
1998-04-11;12;-0.794178121560524;10;1998-04-11 12:00:00
1998-04-11;13;-0.902522315548868;10;1998-04-11 13:00:00
1998-04-11;14;-1.0271524247728;10;1998-04-11 14:00:00
1998-04-11;15;-1.13412517326762;10;1998-04-11 15:00:00
1998-04-11;16;-1.21555474944557;10;1998-04-11 16:00:00
1998-04-11;17;-1.22258340759988;10;1998-04-11 17:00:00
1998-04-11;18;-1.20886895266464;10;1998-04-11 18:00:00
1998-04-11;19;-1.18709725545496;10;1998-04-11 19:00:00
1998-04-11;20;-1.04018115696127;10;1998-04-11 20:00:00
1998-04-11;21;-0.736405980145853;10;1998-04-11 21:00:00
