date_;val_;n_day_;time_
2017-06-07;-0.458947346554327;1;1
2017-06-07;0.968012668271487;1;2
2017-06-07;-0.46705690559934;1;3
2017-06-07;0.769934065353083;1;4
2017-06-07;-0.858952405752076;1;5
2017-06-07;0.972136463949959;1;6
2017-06-07;0.761824512236238;1;7
2017-06-07;-0.269254242243391;1;8
2017-06-07;0.369929012083502;1;9
2017-06-07;-0.656888034469996;1;10
2017-06-07;-0.471042781277941;1;11
2017-06-07;-0.260849389132219;1;12
2017-06-07;-0.863076190505244;1;13
2017-06-07;-0.471180694589631;1;14
2017-06-07;-0.265130445215886;1;15
2017-06-07;-0.260868738638788;1;16
2017-06-07;-0.858952405752076;1;17
2017-06-07;-0.858952405752076;1;18
2017-06-07;-0.454823550875855;1;19
2017-06-07;0.769934172668007;1;20
2017-06-07;-0.458947346554327;1;21
2017-06-07;-0.458947335629024;1;22
2017-06-07;-0.260868827407359;1;23
2017-06-07;0.964046254411515;1;24
2017-06-07;0.963888984905076;1;25
2017-06-07;0.138998306193016;1;26
2017-06-07;0.765810324510107;1;27
2017-06-07;-0.862957370041577;1;28
2017-06-07;0.976122229729565;1;29
2017-06-07;-0.261006651950478;1;30
2017-06-07;0.972136463949959;1;31
2017-06-07;0.56388382432057;1;32
2017-06-07;-0.261006765953583;1;33
2017-06-07;0.56388382432057;1;34
2017-06-07;-0.467194921988832;1;35
2017-06-07;-0.669121378268176;1;36
2017-06-07;0.959765084666755;1;37
2017-06-07;-0.454823550875855;1;38
2017-06-07;-0.661011717836408;1;39
2017-06-07;0.761824512236238;1;40
2017-06-07;-0.669121378268176;1;41
2017-06-07;-0.46719481891103;1;42
2017-06-07;0.963750960345356;1;43
2017-06-07;-0.858952405752076;1;44
2017-06-07;-0.656887994701912;1;45
2017-06-07;0.369929012083502;1;46
2017-06-07;-0.46705690559934;1;47
2017-06-07;-0.665135502589576;1;48
2017-06-07;0.774057856034419;1;49
2017-06-07;-0.858952405752076;1;50
2017-06-07;-0.664997593515008;1;51
2017-06-07;0.769934071281251;1;52
2017-06-07;-0.46705690559934;1;53
2017-06-07;-0.462913692854406;1;54
2017-06-07;1.36803714953283;1;55
2017-06-07;-0.664997593515008;1;56
2017-06-07;-0.656888034469996;1;57
2017-06-07;0.765948195602651;1;58
2017-06-07;-0.661011717836408;1;59
2017-06-07;-0.661011717836408;1;60
2017-06-07;-0.471318714912228;1;61
2017-06-07;-0.46705690559934;1;62
2017-06-07;-0.265130558876979;1;63
2017-06-07;0.968013007520135;1;64
2017-06-07;-0.858952405752076;1;65
2017-06-07;-0.46719481891103;1;66
2017-06-07;-0.463071135544618;1;67
2017-06-07;-0.462933222232928;1;68
2017-06-07;-0.656888034469996;1;69
2017-06-07;-0.661011717836408;1;70
2017-06-07;-0.665135502589576;1;71
2017-06-07;-0.863076190505244;1;72
2017-06-07;-0.46719481891103;1;73
2017-06-07;-0.665135502589576;1;74
2017-06-07;1.16595324887223;1;75
2017-06-07;-0.458947335629024;1;76
2017-06-07;-0.661011717836408;1;77
2017-06-07;-0.664997593515008;1;78
2017-06-07;-0.467194921988832;1;79
2017-06-07;0.963888984905076;1;80
2017-06-07;-0.462932425055872;1;81
2017-06-07;-0.858952405752076;1;82
2017-06-07;-0.265130449319995;1;83
2017-06-07;-2.09195760834082;1;84
2017-06-07;-0.656888034469996;1;85
2017-06-07;-0.46705690559934;1;86
2017-06-07;-0.664997593515008;1;87
2017-06-07;-1.89401692042515;1;88
2017-06-07;-0.661011717836408;1;89
2017-06-07;-0.463071029920739;1;90
2017-06-07;-1.88989323705874;1;91
2017-06-07;-0.0671898687192506;1;92
2017-06-07;-0.463071137235664;1;93
2017-06-07;-2.09195760834082;1;94
2017-06-07;-0.458947335629024;1;95
2017-06-07;-0.661011717836408;1;96
2017-06-16;0.757562702923351;10;1
2017-06-16;0.568007609073738;10;2
2017-06-16;-0.858952405752076;10;3
2017-06-16;0.567869699999171;10;4
2017-06-16;0.980246022994972;10;5
2017-06-16;1.17423936669667;10;6
2017-06-16;0.757976517342175;10;7
2017-06-16;-0.0589422823594424;10;8
2017-06-16;0.765810280599915;10;9
2017-06-16;0.959627179525292;10;10
2017-06-16;0.571993484752339;10;11
2017-06-16;-0.46705690559934;10;12
2017-06-16;0.56374591100888;10;13
2017-06-16;0.576117244158823;10;14
2017-06-16;-0.664997593515008;10;15
2017-06-16;0.572112537214295;10;16
2017-06-16;0.963907957153916;10;17
2017-06-16;-0.458947335629024;10;18
2017-06-16;0.374052811039557;10;19
2017-06-16;-0.661011678068324;10;20
2017-06-16;0.567869714154551;10;21
2017-06-16;-0.467056596025733;10;22
2017-06-16;0.984369695436087;10;23
2017-06-16;-0.652883804450819;10;24
2017-06-16;-0.454823652709128;10;25
2017-06-16;0.770052829449184;10;26
2017-06-16;-0.665135502589576;10;27
2017-06-16;0.769934071281251;10;28
2017-06-16;0.765948296989406;10;29
2017-06-16;-0.462933281411976;10;30
2017-06-16;0.97639920689923;10;31
2017-06-16;1.17009657985739;10;32
2017-06-16;-0.454823587147843;10;33
2017-06-16;0.778181539400832;10;34
2017-06-16;2.12252846272255;10;35
2017-06-16;-0.256882922298803;10;36
2017-06-16;0.761824507999116;10;37
2017-06-16;0.353433903528631;10;38
2017-06-16;1.37214152128566;10;39
2017-06-16;-0.858952405752076;10;40
2017-06-16;0.568007609073738;10;41
2017-06-16;-0.463071029920739;10;42
2017-06-16;0.571993484752339;10;43
2017-06-16;-0.661011819223164;10;44
2017-06-16;0.374052796836671;10;45
2017-06-16;-0.863076190505244;10;46
2017-06-16;0.56388382432057;10;47
2017-06-16;-0.0752611583362;10;48
2017-06-16;1.77218552540673;10;49
2017-06-16;-0.46705690559934;10;50
2017-06-16;-0.664997593515008;10;51
2017-06-16;0.761686598924548;10;52
2017-06-16;-0.858952405752076;10;53
2017-06-16;0.568007609073738;10;54
2017-06-16;-0.458947344141263;10;55
2017-06-16;-0.463071137235664;10;56
2017-06-16;0.567869640660554;10;57
2017-06-16;-0.467194930159059;10;58
2017-06-16;1.15770577258242;10;59
2017-06-16;-0.46719481891103;10;60
2017-06-16;0.770071980355819;10;61
2017-06-16;-0.471042781277941;10;62
2017-06-16;0.967874754959797;10;63
2017-06-16;-0.664997593515008;10;64
2017-06-16;-0.858952405752076;10;65
2017-06-16;0.559760039567402;10;66
2017-06-16;-0.463071137235664;10;67
2017-06-16;1.17422036461056;10;68
2017-06-16;0.13919440447462;10;69
2017-06-16;0.967993472345663;10;70
2017-06-16;-0.665135506826699;10;71
2017-06-16;0.761962421310806;10;72
2017-06-16;-0.660892998759497;10;73
2017-06-16;1.16169165219413;10;74
2017-06-16;-0.269254242243391;10;75
2017-06-16;0.765810272429687;10;76
2017-06-16;-0.46705690559934;10;77
2017-06-16;1.1740629202293;10;78
2017-06-16;-0.471180694589631;10;79
2017-06-16;0.761686598924548;10;80
2017-06-16;-0.661011717836408;10;81
2017-06-16;0.567869695762048;10;82
2017-06-16;-0.0711370972770689;10;83
2017-06-16;-0.268820999832801;10;84
2017-06-16;0.765967676187915;10;85
2017-06-16;-0.471180694589631;10;86
2017-06-16;-0.471180694589631;10;87
2017-06-16;0.369929012083502;10;88
2017-06-16;-0.656888034469996;10;89
2017-06-16;0.761824507999116;10;90
2017-06-16;-0.665135506826699;10;91
2017-06-16;0.324742667185717;10;92
2017-06-16;1.75981347632842;10;93
2017-06-16;-0.867199975258412;10;94
2017-06-16;-0.863076190505244;10;95
2017-06-16;0.567869699999171;10;96
2017-09-14;-0.661011717836408;100;1
2017-09-14;-0.458947346554327;100;2
2017-09-14;-0.669259291579867;100;3
2017-09-14;-0.462932807035442;100;4
2017-09-14;-1.89800288487233;100;5
2017-09-14;-0.664859742325714;100;6
2017-09-14;-0.669259291579867;100;7
2017-09-14;-0.656888034469996;100;8
2017-09-14;-0.863076190505244;100;9
2017-09-14;-2.09596257263032;100;10
2017-09-14;-0.863076190505244;100;11
2017-09-14;-0.611383530698777;100;12
2017-09-14;-0.863076190505244;100;13
2017-09-14;-0.661011743401604;100;14
2017-09-14;-2.09195760834082;100;15
2017-09-14;-0.863076190505244;100;16
2017-09-14;-0.462933222232928;100;17
2017-09-14;-1.89401692042515;100;18
2017-09-14;-0.46705690559934;100;19
2017-09-14;-2.09195760834082;100;20
2017-09-14;-0.661011717836408;100;21
2017-09-14;-2.09608139309399;100;22
2017-09-14;-0.46705693190114;100;23
2017-09-14;-1.69591887667651;100;24
2017-09-14;-1.89800279610376;100;25
2017-09-14;-0.665135506826699;100;26
2017-09-14;-2.09608139309399;100;27
2017-09-14;-2.09608139309399;100;28
2017-09-14;-0.669121378268176;100;29
2017-09-14;-2.09195760834082;100;30
2017-09-14;-1.88989323705874;100;31
2017-09-14;-2.09195760834082;100;32
2017-09-14;-2.09195760834082;100;33
2017-09-14;-0.664997593515008;100;34
2017-09-14;-2.09608139309399;100;35
2017-09-14;-1.89814070941545;100;36
2017-09-14;-2.09608139309399;100;37
2017-09-14;-0.858952405752076;100;38
2017-09-14;-1.88989323705874;100;39
2017-09-14;-1.6878287534646;100;40
2017-09-14;-1.89800279610376;100;41
2017-09-14;-0.46719481891103;100;42
2017-09-14;-1.89401692042515;100;43
2017-09-14;-1.70020013274781;100;44
2017-09-14;-1.88989323705874;100;45
2017-09-14;-0.467194921988832;100;46
2017-09-14;-0.858952405752076;100;47
2017-09-14;-1.88989323705874;100;48
2017-09-14;-0.863076190505244;100;49
2017-09-14;-0.664997593515008;100;50
2017-09-14;-0.669121378268176;100;51
2017-09-14;-0.665135506826699;100;52
2017-09-14;-2.09195760834082;100;53
2017-09-14;-0.858952405752076;100;54
2017-09-14;-0.863076190505244;100;55
2017-09-14;-0.867199975258412;100;56
2017-09-14;-0.46719481891103;100;57
2017-09-14;-2.09195760834082;100;58
2017-09-14;-0.458947346554327;100;59
2017-09-14;-0.463071137235664;100;60
2017-09-14;-0.454823550875855;100;61
2017-09-14;-0.46719481891103;100;62
2017-09-14;-2.09195760834082;100;63
2017-09-14;-0.863076190505244;100;64
2017-09-14;-0.260849321572325;100;65
2017-09-14;-0.458947346554327;100;66
2017-09-14;-2.09608139309399;100;67
2017-09-14;-0.454823550875855;100;68
2017-09-14;-0.458947346554327;100;69
2017-09-14;0.963751071593385;100;70
2017-09-14;-0.661011717836408;100;71
2017-09-14;-0.858952405752076;100;72
2017-09-14;0.968012668271487;100;73
2017-09-14;-0.665135506826699;100;74
2017-09-14;-0.462933222232928;100;75
2017-09-14;0.571993484752339;100;76
2017-09-14;-0.467194930159059;100;77
2017-09-14;-0.665135506826699;100;78
2017-09-14;0.765810387914839;100;79
2017-09-14;-0.867161602263819;100;80
2017-09-14;-0.471042781277941;100;81
2017-09-14;-0.862957370041577;100;82
2017-09-14;1.16214435044758;100;83
2017-09-14;-0.858952405752076;100;84
2017-09-14;-0.463071029920739;100;85
2017-09-14;-0.269254238310286;100;86
2017-09-14;-0.661011717836408;100;87
2017-09-14;0.559760039567402;100;88
2017-09-14;-0.664997593515008;100;89
2017-09-14;-0.867199975258412;100;90
2017-09-14;-0.661011717836408;100;91
2017-09-14;0.369929012083502;100;92
2017-09-14;-0.661011819223164;100;93
2017-09-14;-0.863076190505244;100;94
2017-09-14;-0.458947270514255;100;95
2017-09-14;0.568007609073738;100;96
2017-09-15;-0.661011819223164;101;1
2017-09-15;-0.669121378268176;101;2
2017-09-15;-0.669259291579867;101;3
2017-09-15;0.369929012083502;101;4
2017-09-15;-0.664997593515008;101;5
2017-09-15;-0.656887958429924;101;6
2017-09-15;-0.665135502589576;101;7
2017-09-15;0.568007609073738;101;8
2017-09-15;-0.863076190505244;101;9
2017-09-15;-0.264659326690733;101;10
2017-09-15;-0.656888034469996;101;11
2017-09-15;-0.467194907918954;101;12
2017-09-15;0.766086549549745;101;13
2017-09-15;-0.256725121569254;101;14
2017-09-15;-0.858952442679581;101;15
2017-09-15;-0.656888034469996;101;16
2017-09-15;-0.858952405752076;101;17
2017-09-15;1.1700965013722;101;18
2017-09-15;-0.665135502589576;101;19
2017-09-15;-0.471318714912228;101;20
2017-09-15;-0.661011819223164;101;21
2017-09-15;-0.858952405752076;101;22
2017-09-15;-0.669121378268176;101;23
2017-09-15;-0.661011717836408;101;24
2017-09-15;-0.664997593515008;101;25
2017-09-15;0.774057856034419;101;26
2017-09-15;-0.664997593515008;101;27
2017-09-15;-0.858952405752076;101;28
2017-09-15;-0.46705690559934;101;29
2017-09-15;-0.458947346554327;101;30
2017-09-15;-0.0713136616426469;101;31
2017-09-15;-0.454823618764705;101;32
2017-09-15;0.568007609073738;101;33
2017-09-15;-0.458947346554327;101;34
2017-09-15;-0.656888034469996;101;35
2017-09-15;-0.463071135544618;101;36
2017-09-15;-0.665135561928192;101;37
2017-09-15;-0.858952405752076;101;38
2017-09-15;-0.471042781277941;101;39
2017-09-15;0.567869699999171;101;40
2017-09-15;-0.463071135544618;101;41
2017-09-15;-0.471318607901322;101;42
2017-09-15;-0.863076190505244;101;43
2017-09-15;-0.661011717836408;101;44
2017-09-15;-0.863076190505244;101;45
2017-09-15;-0.661011743183092;101;46
2017-09-15;-0.665135506826699;101;47
2017-09-15;0.765967724981173;101;48
2017-09-15;-0.462933222232928;101;49
2017-09-15;-0.664997593515008;101;50
2017-09-15;-0.471161669130467;101;51
2017-09-15;-0.661011717836408;101;52
2017-09-15;0.761962421310806;101;53
2017-09-15;-0.277501820052966;101;54
2017-09-15;-0.665135502589576;101;55
2017-09-15;-0.661011717836408;101;56
2017-09-15;-0.669259291579867;101;57
2017-09-15;0.567869699999171;101;58
2017-09-15;0.571993383365583;101;59
2017-09-15;-0.463071029920739;101;60
2017-09-15;0.567869699999171;101;61
2017-09-15;0.765948296989406;101;62
2017-09-15;-0.265130449319995;101;63
2017-09-15;0.56388382432057;101;64
2017-09-15;-0.669121378268176;101;65
2017-09-15;0.567869699999171;101;66
2017-09-15;0.567869644897675;101;67
2017-09-15;-0.669121378268176;101;68
2017-09-15;0.765810280599915;101;69
2017-09-15;0.769934071281251;101;70
2017-09-15;-0.858952405752076;101;71
2017-09-15;0.959903109226474;101;72
2017-09-15;-0.669259291579867;101;73
2017-09-15;0.36171981557176;101;74
2017-09-15;-0.463071029920739;101;75
2017-09-15;0.769934048262129;101;76
2017-09-15;-0.669121378268176;101;77
2017-09-15;0.571993383365583;101;78
2017-09-15;-0.471180694589631;101;79
2017-09-15;0.765948195602651;101;80
2017-09-15;0.959903109226474;101;81
2017-09-15;-0.471042781277941;101;82
2017-09-15;0.770209841410193;101;83
2017-09-15;-0.669121378268176;101;84
2017-09-15;0.963888984905076;101;85
2017-09-15;-0.656888034469996;101;86
2017-09-15;0.567869598612415;101;87
2017-09-15;0.568007609073738;101;88
2017-09-15;-0.665135502589576;101;89
2017-09-15;0.959627175592188;101;90
2017-09-15;0.774057856034419;101;91
2017-09-15;-0.669121378268176;101;92
2017-09-15;0.571993383365583;101;93
2017-09-15;0.770091509734341;101;94
2017-09-15;-0.664997593515008;101;95
2017-09-15;0.571993484752339;101;96
2017-09-16;-0.863076190505244;102;1
2017-09-16;0.365705627845628;102;2
2017-09-16;0.567869636594438;102;3
2017-09-16;-0.661011819223164;102;4
2017-09-16;0.369929012083502;102;5
2017-09-16;0.369929012083502;102;6
2017-09-16;-0.661011819223164;102;7
2017-09-16;0.571993459187143;102;8
2017-09-16;0.963888984905076;102;9
2017-09-16;-0.863076190505244;102;10
2017-09-16;0.761686495846747;102;11
2017-09-16;0.976122303356572;102;12
2017-09-16;-0.463071029920739;102;13
2017-09-16;0.369929012083502;102;14
2017-09-16;0.761824507999116;102;15
2017-09-16;-0.458947346554327;102;16
2017-09-16;0.959627282603094;102;17
2017-09-16;-0.656888034469996;102;18
2017-09-16;0.774057856034419;102;19
2017-09-16;0.571993459187143;102;20
2017-09-16;-0.471042781277941;102;21
2017-09-16;1.16993901499385;102;22
2017-09-16;0.365805227330334;102;23
2017-09-16;1.16595335860022;102;24
2017-09-16;-0.661011717836408;102;25
2017-09-16;0.761824437383695;102;26
2017-09-16;-0.863076150737161;102;27
2017-09-16;0.56388382432057;102;28
2017-09-16;0.968012668271487;102;29
2017-09-16;-0.454823663187915;102;30
2017-09-16;0.76581028229096;102;31
2017-09-16;0.766086519874704;102;32
2017-09-16;-0.462794511744182;102;33
2017-09-16;0.576117168118751;102;34
2017-09-16;0.971998436635164;102;35
2017-09-16;-0.661011717836408;102;36
2017-09-16;0.968012668271487;102;37
2017-09-16;0.571993383365583;102;38
2017-09-16;-0.665135502589576;102;39
2017-09-16;0.963750858958599;102;40
2017-09-16;0.56388382432057;102;41
2017-09-16;-0.46705690559934;102;42
2017-09-16;0.56374591100888;102;43
2017-09-16;0.571993484752339;102;44
2017-09-16;-0.269116324998596;102;45
2017-09-16;0.963888877590151;102;46
2017-09-16;0.761824512236238;102;47
2017-09-16;-0.867199975258412;102;48
2017-09-16;0.563745915246003;102;49
2017-09-16;0.963888877590151;102;50
2017-09-16;-0.471180694589631;102;51
2017-09-16;0.559760039567402;102;52
2017-09-16;0.963908412896841;102;53
2017-09-16;-0.656888034469996;102;54
2017-09-16;0.571993383365583;102;55
2017-09-16;0.765948296989406;102;56
2017-09-16;-0.858952405752076;102;57
2017-09-16;0.365805227330334;102;58
2017-09-16;1.36803714953283;102;59
2017-09-16;-0.665135502589576;102;60
2017-09-16;0.559760039567402;102;61
2017-09-16;0.963750968515584;102;62
2017-09-16;-0.656888034469996;102;63
2017-09-16;0.571993383365583;102;64
2017-09-16;0.56388382432057;102;65
2017-09-16;-0.463071029920739;102;66
2017-09-16;0.955779320236183;102;67
2017-09-16;0.567869699999171;102;68
2017-09-16;-0.661011819223164;102;69
2017-09-16;0.761824512236238;102;70
2017-09-16;0.774057754647664;102;71
2017-09-16;-0.252759179593775;102;72
2017-09-16;1.18231039427705;102;73
2017-09-16;0.571993383365583;102;74
2017-09-16;-0.661011819223164;102;75
2017-09-16;0.56388382432057;102;76
2017-09-16;0.766086148178701;102;77
2017-09-16;-0.863076190505244;102;78
2017-09-16;0.971998438326209;102;79
2017-09-16;0.774057856034419;102;80
2017-09-16;-0.863076190505244;102;81
2017-09-16;0.959903109226474;102;82
2017-09-16;0.75795744003156;102;83
2017-09-16;-0.661011729198717;102;84
2017-09-16;0.963888879281196;102;85
2017-09-16;0.365805227330334;102;86
2017-09-16;-0.858952431317272;102;87
2017-09-16;0.761686598924548;102;88
2017-09-16;0.761962421310806;102;89
2017-09-16;-0.664997593515008;102;90
2017-09-16;0.567869598612415;102;91
2017-09-16;-0.471180694589631;102;92
2017-09-16;0.770071980355819;102;93
2017-09-16;0.968012668271487;102;94
2017-09-16;-0.665135565994308;102;95
2017-09-16;0.765810387914839;102;96
2017-09-17;0.774057856034419;103;1
2017-09-17;-0.656888034469996;103;2
2017-09-17;21.3867574031528;103;3
2017-09-17;0.774057856034419;103;4
2017-09-17;0.761962408159905;103;5
2017-09-17;-0.665135506826699;103;6
2017-09-17;1.16595324887223;103;7
2017-09-17;-0.471042781277941;103;8
2017-09-17;0.56374591100888;103;9
2017-09-17;0.761824507999116;103;10
2017-09-17;-0.863076190505244;103;11
2017-09-17;0.769934172668007;103;12
2017-09-17;0.374052771271475;103;13
2017-09-17;0.138998280494817;103;14
2017-09-17;0.765810246864491;103;15
2017-09-17;-0.0589424047417755;103;16
2017-09-17;1.1537580972124;103;17
2017-09-17;-0.858952405752076;103;18
2017-09-17;0.761962421310806;103;19
2017-09-17;0.56388382432057;103;20
2017-09-17;-0.863076190505244;103;21
2017-09-17;0.963888984905076;103;22
2017-09-17;0.9678747658851;103;23
2017-09-17;-0.661011717836408;103;24
2017-09-17;0.568007609073738;103;25
2017-09-17;-0.0589422823594424;103;26
2017-09-17;0.571993484752339;103;27
2017-09-17;0.374052796836671;103;28
2017-09-17;-0.273240117921992;103;29
2017-09-17;0.761962421310806;103;30
2017-09-17;-0.661011819223164;103;31
2017-09-17;0.963750965969506;103;32
2017-09-17;0.98024601634479;103;33
2017-09-17;-0.471180694589631;103;34
2017-09-17;0.770071980355819;103;35
2017-09-17;-0.863076190505244;103;36
2017-09-17;1.35550855389358;103;37
2017-09-17;-0.656888034469996;103;38
2017-09-17;-0.863076190505244;103;39
2017-09-17;0.761824507999116;103;40
2017-09-17;-0.656888034469996;103;41
2017-09-17;-0.669259291579867;103;42
2017-09-17;-0.46719481891103;103;43
2017-09-17;-0.269116324998596;103;44
2017-09-17;-0.665135502589576;103;45
2017-09-17;-0.46719481891103;103;46
2017-09-17;-0.256882862960187;103;47
2017-09-17;-0.471180694589631;103;48
2017-09-17;0.571993484752339;103;49
2017-09-17;-0.665135506826699;103;50
2017-09-17;-0.665135502589576;103;51
2017-09-17;-0.669121378268176;103;52
2017-09-17;-0.863076190505244;103;53
2017-09-17;-0.656888034469996;103;54
2017-09-17;-0.863076190505244;103;55
2017-09-17;-0.463071029920739;103;56
2017-09-17;-0.463071135544618;103;57
2017-09-17;-0.664997250029237;103;58
